user_id,public,completion_percentage,gender,region,AGE,I_am_working_in_field,spoken_languages,hobbies,I_most_enjoy_good_food,pets,body_type,my_eyesight,eye_color,hair_color,hair_type,completed_level_of_education,favourite_color,relation_to_smoking,relation_to_alcohol,sign_in_zodiac,on_pokec_i_am_looking_for,love_is_for_me,relation_to_casual_sex,my_partner_should_be,marital_status,children,relation_to_children,I_like_movies,I_like_watching_movie,I_like_music,I_mostly_like_listening_to_music,the_idea_of_good_evening,I_like_specialties_from_kitchen,fun,I_am_going_to_concerts,my_active_sports,my_passive_sports,profession,I_like_books,life_style,music,cars,politics,relationships,art_culture,hobbies_interests,science_technologies,computers_internet,education,sport,movies,travelling,health,companies_brands
35,1,79,1,zilinsky kraj	kysucke nove mesto,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,panna,null,null,null,zena,null,null,null,null,null,null,null,null,null,zivot-s-usmevom-d,null,null,null,null,null,som-kto-som	fajciarky-nie-su-sexi-fuj-a-nicia-si-zdravie	ked-pri-slowe-pekny-pocujem-y-ak-som-sam-ypsylon-tam-dam,null,i-love-bmw,slovensko-si-nedame,nevies-saa-rozhodnut-rozhodni-sa-srdcom	sulkov-knm,milujem-knihy,null,eminem-official,null,jedinu-vec-co-na-matematike-ratam-je-cas-do-zvonenia	deviataci-xp	ss-knm,real-madrid-c-f	juventus-turin	fc-chelsea-londyn-1	msk-zilina-1908	fernando-torres-1	sfz-a-szlh-banda-skorumpovanych-imbecilov,the-simpsons	simpsonovci-the-simpsons	kobra-12	dano-drevo-a-tajomna-komnata-d,null,null,youtube
2976,0,26,1,bratislavsky kraj	bratislava - raca,31,null,null,null,null,null,null,null,modre,null,null,null,modra,nefajcim,pijem prilezitostne,lev,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,americky-pitbullterier,null,null,null,null,null,null,null,null
85,0,84,0,zilinsky kraj	trstena,0,null,null,sportovanie	cestovanie	domace prace	prace okolo domu	pozeranie filmov	tancovanie	spanie	nakupovanie	pocuvanie hudby	malovanie	priatelia,pri svieckach s partnerom	pri telke	v posteli,mam psa,null,null,null,hnede.,null,zakladne,null,null,null,null,null,vsetko,null,null,null,null,null,akcne	komedie	serialy	eroticke,null,energy,kedykolvek a kdekolvek	v skole	v posteli,pri svieckach s partnerom,slovenskej	talianskej,ak-si-moj-priatel-dostanes-pozvanku	na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd	hladovka-1	dievcata-vs-chlapci-kto-wyhraa-d	pretoze-som-original	najkrajsie-dedinky-na-orawe-dd	podsvetie-hladovka	zachrana-smolkov-d	vsecy-z-made-in-slovakia-podte-sem,null,korculovanie	futbal,futbal	hokej,null,null,som-kto-som	aj-ked-sa-pozeram-dozadu-nerobim-krok-spat-za-mnou-je-minulost-a-predo-mnou-cely-svet	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	uzivam-si-naplnooo	brezovica	seecii-ktoryych-luubim-sem-dd	stop-22,imperia-m	ilowe-music	electro-music-energy-2001	goralii-x	hip-hop-moje-srdce-1,null,null,ked-ti-odomna-pride-pozvanka-mam-ta-rada	zijem-pre-ludi-ktory-ziju-pre-mna	deviataci-navzdy-spolu	to-co-urobis-je-viac-ako-to-co-len-povies	posielam-ti-pozvanku-preto-lebo-mi-na-tebe-zalezi	chces-kiss-pridaj-sa	pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	milujeeem-taa	moj-ladko-palo-kym-t-ba-n-poznalo-al-t-raz-n-pi-l-n-na-t-ba-mysli	milujem-zivot-2	som-rada-ze-mam-vas-priatelia-su-moje-vsetko-dakujem-wam	lubim-ta-laska-4,null,texas-hold-em-poker-2,vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani,pokec,slanicka-osada-no	milujem-skolu-nenavidim-ucenie	hotelova-akademia,futbal4ewer	oficialny-fanklub-slovenskej-futbalovej-reprezentacie	orava-team	futbal-je-moj-zivot-i-love,null,null,null,null
97,0,52,1,presovsky kraj	presov,0,null,anglicky,sex	stanovanie,pri svieckach s partnerom	v posteli,vtacik,priemerna,vyborny,hnede,null,null,stredoskolske,biela	modra,nefajcim,pijem prilezitostne,byk,uvidime,null,to skutocne zalezi len na okolnostiach,null,slobodny(a),null,null,null,vo vani,null,null,pocuvat dobru hudbu	pri svieckach s partnerom,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,pokec-party-xxd,null,null,null,null,null,null
86,1,67,0,trnavsky kraj	galanta,20,null,anglicky	nemecky	francuzsky,sportovanie	cestovanie	turistika	praca s pc	pc hry	surfovanie po webe	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	kino	party	priatelia	spanie	nakupovanie	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli	z partnerovho bruska,mam psa,vysportovana,vyborny,modre,hnede s blond melirom,po plecia,zakladne,biela	modra	ruzova,nefajcim,null,ryby,null,null,null,null,zenaty (vydata)	zadana,null,null,akcne	horory	komedie	romanticke	serialy,v kine	doma z gauca	u priatela	priatelky,disko	hitparadovky	pop	rap	oldies	soundtracky	house	techno,na posteli	vo vani	na diskoteke	na koncerte	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	nieco dobre uvarit	ist na koncert	ist do posilnovne	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej	talianskej	cinskej	japonskej	vegetarianskej,null,null,behanie	hadzana	kolieskove korcule	plavanie	posilnovanie,auto-moto sporty	basketbal	behanie	bojove sporty	futbal	hadzana	hokej	lyzovanie	plavanie	posilnovanie	skateboarding	snowboarding	surfing	tenis,kuchar	casnik,null,null,null,null,null,null,null,null,null,null,ozorak-ds,null,null,null,null,null
399,1,69,1,nitriansky kraj	nitra,20,null,null,sportovanie,v kuchyni pri stole,mam psa,chuda,vyborny,modre,cierne,kratke,zakladne,modra	zelena,nefajcim,abstinent,baran,null,null,null,null,null,null,null,vojnove,doma z gauca,hip-hop,null,pc hry,slovenskej,nic-sa-ti-nedari-nic-ti-nejde-sadni-si-na-dialnicu-ved-ono-ta-to-prejde-d	sladka-pusinqa	posli-to-daleej-o	smile-14	hej-vole-co-vole-holka-vole-kde-vole-ty-vole-xd	mudri-dolava-a-pekni-doprava-a-ja-mam-co-zostat-v-strede-d	chuck-norris-boh-xd,ja na koncerty nechodim,futbal,futbal,null,necitam knihy,posli-daleej	hlasuj-ktora-je-lepsia,ked-si-teply-urob-biebera-d-d	h-i-p_h-o-p-_j-e-_m-o-j-a-_v-i-e-r-a-_h-i-p_h-o-p-_n-i-k-d-y-_n-e-u-m-i-e-r-a-_h-i-p_h-o-p-_t-e-r-a-z-_v-l-a-d-n-e-_s-v-e-t-o-m-_-p-u-n-k-_n-e-h-a-j-m-e-_m-a-l-y-m-_d-e-t-o-m-1,null,null,pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	kto-ma-ma-raad	moja-lska,ucitelia-zbitocny-odpad-d-d,mam-najlepsich-priatelov-na-svete,justin-bieber-je-buzik-xd,kazdy-kto-miluyeee-pokec-sa-pridaa-do-klubu-d-d-d	conter-strike-1-6	milujeeeeeeeem-pokec	youtube-com-forewer,null,null,null,null,null,null
503,0,86,1,zahranicie	zahranicie - gb,0,strojarenstva a energetiky,anglicky,sportovanie	cestovanie	turistika	domace prace	prace v zahrade	prace okolo domu	praca s pc	pc hry	surfovanie po webe	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	jedlo	kino	party	priatelia	spanie	nakupovanie	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli,pes	pavuk	plaz,vysportovana,vyborny,modre,cierne,kratke,zakladne,cervena	modra,fajcim prilezitostne,pijem prilezitostne,byk,dobreho priatela	priatelku,v laske vidim zmysel zivota,sex mozem mat iba s niekym	koho dobre poznam	nedokazem mat s niekym sex bez lasky,laskou mojho zivota,mam vazny vztah,null,v buducnosti chcem mat deti,akcne	dramy	horory	komedie	serialy	zahadne	mysteriozne	sci-fi	fantasy	vojnove	historicke	rodinne,v kine	doma z gauca	u priatela	priatelky,house	techno	rap	soundtracky,na posteli	na dobru noc	s partnerom	v praci	na diskoteke	pri chodzi	kedykolvek a kdekolvek,s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	surfovat na sieti a chatovat,slovenskej	francuzskej	talianskej	greckej	mexickej,banok	oravaaa-4ewer-p,ja na koncerty nechodim,behanie	bezkovanie	futbal,auto-moto sporty	baseball	basketbal	bedminton	behanie	bezkovanie	bojove sporty	clnkovanie	veslovanie	futbal	golf	hadzana	hokej	korculovanie	lyzovanie	paragliding	plavanie	posilnovanie	rafting	skateboarding	snowboarding	surfing	tenis	windsurfing,null,literaturu o umeni a architekture,ine-kafe-fans	radsej-mi-ubliz-pravdou-ako-chran-ma-klamstvom	fb-kamosi	u-jura	invisible-crew	na-dosiahnutie-ciela-je-potrebne-snivat-tak-kasli-na-vsetko-a-chod-spat	ou-o-o-z-o-l-z-od-p-u-3,moja-rec	dub-step	sandoval-strapo	c-b-s-crew-2,null,null,to-co-urobis-je-viac-ako-to-co-len-povies	naco-si-ma-pridavas-medzi-priatelou-ked-ma-na-ulici-nevies-ani-pozdravit	bez-priatelov-a-kamaratov-je-zivot-prazdny-pozyvam-ta-lebo-o-teba-stojim-1,null,cely-pokec-napchame-do-tohto-klubu	cucko,null,null,zs-s-ms-ostadnica-d,tj-tatran-oscadnica	cristian-ronaldo	msk-zilina-na-slovensku-najlepisa,stargate,null,null,null
564,1,79,1,zilinsky kraj	cadca,17,null,nemecky	anglicky,sportovanie	turistika	praca s pc	pocuvanie hudby	pozeranie filmov	tancovanie	kupalisko	varenie	priatelia	stanovanie,pri telke	v posteli,mam psa	mam macku,vysportovana,vyborny,modre,hnede,kratke,null,biela	cervena	cierna	modra	zelena,nefajcim,pijem prilezitostne,ryby,dobreho priatela	priatelku	niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),null,laskou mojho zivota,slobodny(a),null,v buducnosti chcem mat deti,akcne	dramy	horory	komedie	serialy	vojnove	historicke	rodinne,doma z gauca	u priatela	priatelky,techno	disko	rock	trance	sladaky	pop	house	techno	hitparadovky,na posteli	s partnerom	pri chodzi	kedykolvek a kdekolvek,ist do posilnovne	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry,slovenskej,krasnooooooo-naj-mesteckooo,ja na koncerty nechodim,auto-moto sporty	basketbal	bedminton	behanie	futbal	hadzana	kolieskove korcule	lyzovanie	pingpong	posilnovanie	tenis	bojove sporty	korculovanie,auto-moto sporty	basketbal	bojove sporty	futbal	hokej	horolezectvo	korculovanie	lyzovanie	paragliding	pingpong	tenis,zakladna skola,necitam knihy,ten-kto-netrpel-nikdy-nemilowal,daniel-landa-3	orlik-1,tuningmaniaa2010	ferrarrri-buggati-club,slovensko-si-nedame,ked-ti-odomna-pride-pozvanka-mam-ta-rada	je-to-len-tvoj-boj-je-to-tak-je-to-pravda-byt-tebou-tak-sa-pozrem-do-zrkadla-a-najvacsi-super-bude-stat-pred-tebou-lebo-najvacsi-boj-je-boj-sam-so-sebou,null,vsetky-norky-seeeeeemm,null,null,null,kalinow-basketbal-4-ewer,null,null,null,null
517,0,52,1,zilinsky kraj	martin,20,null,nemecky,null,pri telke,pes	chameleon,priemerna,vyborny,modre,blond,null,zakladne,biela	cervena	cierna,nefajcim,abstinent,byk,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),to skutocne zalezi len na okolnostiach,null,null,null,null,akcne	horory	komedie	eroticke,doma z gauca	u priatela	priatelky,house	techno	hip-hop,null,null,slovenskej,null,null,auto-moto sporty	futbal,auto-moto sporty	hokej	lyzovanie,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
688,1,76,1,zilinsky kraj	zilina,13,null,ucim sa anglicky,turistika	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	zberatelstvo	malovanie	jedlo	kino	party	priatelia	spanie	stanovanie,pri svieckach s partnerom	v dobrej restauracii	v prirode,nemam ziadne,chuda,null,hnedozelene,hnede,kratke,null,cervena	modra,nefajcim,abstinent,vahy,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),null,laskou mojho zivota,slobodny(a),null,v buducnosti chcem mat deti,akcne	dramy	komedie	dokumentarne	zahadne	mysteriozne	vojnove	rodinne,v kine	doma z gauca	u priatela	priatelky,rock	rap,na posteli	na dobru noc	v praci	pri chodzi	pri praci,pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	citat dobru knihu	surfovat na sieti a chatovat,slovenskej	talianskej	cinskej	morske zivocichy,na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd	bukekela-dede-je-najlepsi,ja na koncerty nechodim,behanie	clnkovanie	veslovanie	futbal	horolezectvo	lyzovanie,auto-moto sporty	bojove sporty	futbal	hokej	horolezectvo	lyzovanie	plavanie	rafting	skateboarding,zakladna skola,o zabave	hry	humor	literaturu o umeni a architekture	cestopisy,facebook,kto-nema-rad-justina-biebera-nech-sa-prida-d-d-d,null,null,boli-ma-srdiecko	seeex-xd-uchylnooat-d-setkoo-spolu-dd	milujem-a-predsa-nenavidim	ohovaranie-je-nezmysel	mas-ma-rad-a-9,null,vlcince,null,seafight,my-sme-gorazdaci,null,null,null,null,null
766,0,64,1,nitriansky kraj	levice,0,null,null,sportovanie	cestovanie	domace prace	prace okolo domu	pc hry	citanie	pozeranie filmov	jedlo	party	spanie	nakupovanie	fotografovanie	turistika	praca s pc	surfovanie po webe	pocuvanie hudby	varenie	kino	priatelia	divadlo	sex	chodenie do muzei,v kuchyni pri stole	pri svieckach s partnerom	z partnerovho bruska	pri telke	v dobrej restauracii,null,null,null,null,null,null,zakladne,null,null,uz nepijem,null,null,null,null,mojou chybajucou polovickou	moj najlepsi priatel	hlavne dobry milenec	clovek ktoreho uplne respektujem	absolutne zodpovedny a spolahlivy	hlavne spolocensky typ,null,null,null,null,null,null,null,null,null,null,null,null,null,operator,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
828,1,14,0,banskobystricky kraj	banska bystrica,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,justin_drew_bieber_xd-real	superstaar-2,null,null,null,null,null,null,null,null,null,null,null,null,null
873,0,24,1,trenciansky kraj	trencin,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,soom-sexi-a-thy-ne-xxd	na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd,null,null,null,null,null,e-m-o	ja-v-tvojom-veku-mamiii-uz-doost	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	emacka-rodinka-3	lentilky-su-aj-thaq-nay	telicko-telo-velmi-by-to-chcelo-celu-noc-cely-den-myslim-na-to-jedno-len-daj-mi-to-laska-prosim-hned-na-co-myslim-na-fernet,i-paramore	faith	eyes-set-the-kill	alesana	hayley-wiliams,null,null,milujem-svoju-lasku	zeny-treba-lubit-1	nas-peknych-je-malo-preto-som-na-sweteee	je-tazke-zabudnut	only-you-lule	lubim-alebo-nelubim	najkrajsi-usmev-maju-deti,null,null,null,null,skola-sa-hasi-benzinom-a-nie-vodou-to-si-zapamataj-d,p-anti-slovan-p,null,null,null,null
1003,1,47,1,presovsky kraj	medzilaborce,13,studujem,anglicky	spanielsky	rusky,sportovanie	cestovanie	pc hry	pozeranie filmov	kupalisko	surfovanie po webe,null,rybky	pavuk	plaz	skrecok,vysportovana,vyborny,hnede,hnede,na jezka,zakladne,modra,null,null,kozorozec,dobreho priatela	priatelku	niekoho na chatovanie,null,null,null,null,null,null,null,null,disko	rock	trance	rap	folklor a ludovky	hip-hop	hitparadovky	folk a country,null,surfovat na sieti a chatovat,slovenskej,null,null,hokej	futbal	plavanie	korculovanie	kolieskove korcule	floorball	basketbal,futbal	hokej	tenis	floorball,zakladna skola,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1156,0,72,1,trnavsky kraj	trnava,18,studujem,nemecky,sportovanie	fotografovanie	turistika	praca s pc	pc hry	pocuvanie hudby	pozeranie filmov	malovanie	tancovanie	kino,pri telke,mam psa,chuda	vysportovana,vyborny,hnede,hnede,kratke,zakladne,biela	hneda	modra,nefajcim,pijem prilezitostne	pijem pravidelne,panna,udrzujem vztahy s priatelmi,null,null,mojou chybajucou polovickou,slobodny(a),null,v buducnosti by som mozno chcel(a) mat deti,akcne	horory	komedie	serialy	sci-fi	fantasy	vojnove,v kine	doma z gauca,disko,pri chodzi,zhasnut svetla a meditovat,francuzskej,null,ja na koncerty nechodim,posilnovanie,nepozeram,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,avataar,null,null,null
1371,0,69,0,zahranicie	zahranicie - usa,0,studujem,anglicky	spanielsky	francuzsky	rusky,fotografovanie	priatelia	cestovanie	praca s pc	pozeranie filmov	kupalisko	kino	party	spanie	nakupovanie	stanovanie,null,null,null,null,null,null,null,null,cierna,null,null,null,null,null,null,spolocensky typ,null,null,null,null,null,disko	house	dnb,null,null,null,najdi-svoje-dvojca-na-pokeci,null,behanie	lyzovanie	snowboarding	korculovanie	tenis	pingpong	plavanie,aerobik	behanie	hokej	snowboarding	hadzana	basketbal	futbal	squash	paragliding,null,necitam,drum-n-bass-3	ed-hardy-by-christian-audigier	kto-nema-rad-skolu-_xd	21-12-2012-bojim-sa-x,null,null,null,ked-ti-odomna-pride-pozvanka-mam-ta-rada	lubim-ta-ako-nikoho-na-swete,null,null,null,null,null,null,maas-misto-mozgu-z-piwa-kostku,null,null,null
1437,0,84,0,zilinsky kraj	zilina,15,studujem,anglicky	taliansky	slovensky,null,pri telke	v dobrej restauracii,mam psa	mam rybky,null,vydim to co chcem,hnedo zelene,null,null,null,ruzova,null,abstinent,null,dobreho priatela	priatelku	niekoho na chatovanie,null,null,null,slobodny(a),null,v buducnosti chcem mat deti,akcne	horory	komedie	serialy	rodinne,v kine	doma z gauca,null,null,null,slovenskej,ked-si-bol-maly-rodicia-ta-naucily-chodit-a-rozpravat-a-teraz-chcu-aby-si-bol-doma-a-drzal-hubu	skola-mi-dala-jedno-priatelov-xd	ked-rano-vstanem-granko-si-dam-d	vesela-krava_-d	prepinaky	rohlik-4ever	sweet-boys	na-pociatku-boh-stvoril-nebo-a-zem-ostatne-je-made-in-china-dd	ze-ja-racej-niekedy-nedrzim-hubu-d	dievcata-vs-chlapci-kto-wyhraa-d	gatee-new-yorker	terchovaaaaaaa-terchovaaaaa	s-kym-bankujete-vy-s-maminou-penazenkou	bukekela-vianoce-d	a-d	v-nedelu-do-kostola-d	bukekela-dede-je-najlepsi	stojis-si-na-kabli-nie-ja-som-cez-wi-fi	vlcince-4wver	sialenci-1	najlepsii-celeste-buckingham-michal-seps-reggae-noah-ellenwood-a-martin-harich-drzim-palce	#	#,ja na koncerty nechodim,tancovanie,null,null,necitam knihy,nemam-v-izbe-bordel-len-niektori-nechapu-system-ukladania-mojich-veci	mladezi-do-18-nenalievat-mladez-je-sikovna-naleje-si-sama-d	robim-si-co-chcem-a-ako-chcem-p	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	tragedia-zivota-nieje-smrt-ale-to-comu-v-sebe-dovolime-umriet-este-kym-sme-zivi	brunetky-a-hnedovlasi-chalani-sem-d	nie-sme-namysleny-ani-trapny-sme-sami-sebou	zivot-ta-bude-stale-testovat-obcas-bude-s-tebou-experimentovat	neserte-sa-mi-do-zivota-ja-si-ho-viem-posrataj-sam-a	nechceme-ist-do-skoly-chceme-spat-do-10-00	converse-37	byt-debilom-je-tazske-lebo-konkurenncia-je-velka	milujem-zuvacky	nezabijajte-smolkov-na-smolkovu-zmrzlinu	zilina-vs-hh,super-babenki	piisal-som-si-stebou-na-pokeci-a-odvtedy-tha-stale-hladam	rytmus-zlatokopky-xd	mam-rad-a-ked-mi-pesnicka-pripomina-zazitok-z-minulosti	i-dancing	dramatikz-morfium-2o1o	milujem-dnb-2	p-nk-4-ever	reggae-styl,null,null,lasku-je-tazke-najst-pekne-mat-lahko-stratit-a-nemozne-na-nu-zabudnut	chcem-aby-ma-lubil-a-ten-ta-koho-lubim-ja	som-do-teba-si-aj-ty-do-mna-budeme-frajeri	milujem-mojich-kamaratov-z-velkym-k	preco-laska-tak-strasne-boli	slzy-ti-nevratia-co-osud-vzal-vratia-len-bolest-smutok-a-zial	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	prepac-ale-ja-ta-nelubim-ja-ta-milujem	spomienky-bolia	pyta-sa-laska-priatelstva-naco-si-tu-ty-ked-som-tu-ja-a-priatelstvo-odpoveda-aby-som-vycaroval-usmev-tam-kde-ty-nechas-slzy	keby-nebolo-spomienok-clovek-by-neweril-ze-raz-bol-stastny-1	ja-ta-luubimm-a-to-doslovaaa	vsetci-vravia-ze-cenne-veci-do-skoly-nepatria-tak-naco-tam-chodime-my	si-pre-mna-iba-vzduch-lenze-be-vzduchu-sa-neda-zit	laska-sa-neda-kupit-laska-sa-da-len-dostat-od-toho-kdo-ta-naozaj-miluje-d	naucila-som-sa-zniest-bolest-skryt-smutok-a-smiat-sa-so-slzami-v-ociach-a-to-vsetko-aby-ti-ktorich-milujem-ostali-stastnymi	posielam-ti-pozvanku-preto-lebo-mi-na-tebe-zalezi	rozum-hovori-zabudni-ale-srdce-vydrz	smiech-je-moja-droga-priatelia-su-moji-dealeri	priaaatelstvoooo-je-akooo-zlata-nit-ktoraaaa-sa-obcas-pretrhneee-daa-sa-sice-zaviaazat-ale-uzol-ostanne-x_x	laska-je-pocit-stastia-ale-vzdy-ta-sklame	milujem-ked-ma-niekto-nasere-a-este-sa-aj-spyta-ze-co-mi-je	1-den-pekna-si-2-den-krasna-si-3-den-lubim-ta-4-den-je-koniec	konaj-ako-dama-mysli-ako-muz	cesta-k-laske-neexistuje-laska-je-cesta	slovo-ale-vie-posrat-cely-zivot	ohovaranie-je-nezmysel	#	#,null,lutujem-ludi-co-maju-tak-nudny-zivot-ze-musia-riesit-ten-moj	vlcince	peace-p	ohovaras-ohovaram-ohovarame-neznasam-ohovaranie	pekne-spomienky	milujem-zilinu-vlcince-a-ludi-s-ktorymi-chodim-von-hlavne-na-pittsbursku	milujeme-vianoce-3	tabor-polokrvnych-percy-jackson,vesela-krava-radost-rozdava	vsetkyy-baby-sem-budeme-mat-vjac-clenov-ako-chalani,volakedy-som-mal-vela-casu-potom-mi-nejaky-idiot-ukazal-pokec	do-tohto-klubu-natrieskame-komplet-celyy-pokec,milujem-ten-pocit-ked-mozem-ucke-zrat-nervy-d	jedinu-vec-co-na-matematike-ratam-je-cas-do-zvonenia	nechceee-sa-mi-do-skoly	my-sme-gorazdaci	na-pisomke-po-minute-to-co-je-more-d-d	koncia-prazdniny-skola-zacina-blee,zilinsky-sosoni	povstante-zilincaniaaaaaa-xdd	msk-zilinaaaa,rebelde-21,null,zivot-je-ako-jedno-velke-javisko-na-ktorom-musis-vediet-stat	klasak-v-zachode-d-sen-kazdeho-ziaka-d,null
1515,1,79,1,nitriansky kraj	nove zamky,23,strojarenstva a energetiky,anglicky,cestovanie	praca s pc	pc hry	surfovanie po webe	citanie	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	kino	party	priatelia	spanie	sex	stanovanie,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli	z partnerovho bruska,mam korytnacku,priemerna,vyborny,modre,blond,kratke,stredoskolske,cervena	cierna	modra	zelena,fajcim pravidelne,pijem prilezitostne,baran,dlhodoby seriozny vztah	vaznu znamost	dobreho priatela	priatelku	niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a)	v laske vidim zmysel zivota	v laske som sa sklamal(a)	preto som velmi opatrny(a),sex mozem mat iba s niekym	koho dobre poznam	to skutocne zalezi len na okolnostiach,clovek	ktoreho uplne respektujem	absolutne zodpovedny a spolahlivy	hlavne spolocensky typ	mojou chybajucou polovickou	laskou mojho zivota	moj najlepsi priatel,slobodny(a),null,null,akcne	alternativne	umelecke	dramy	horory	komedie	serialy	dokumentarne	zahadne	mysteriozne	sci-fi	fantasy	vojnove	historicke	kasove trhaky	eroticke,v kine	doma z gauca	u priatela	priatelky,disko	house	techno	pop	rap	soundtracky	dnb,na posteli	na dobru noc	s partnerom	v praci	na diskoteke	na koncerte	pri sexe	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	ist na koncert	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	pc hry	citat dobru knihu	surfovat na sieti a chatovat,slovenskej	talianskej	cinskej	mexickej	morske zivocichy,plaz-pod-ufom	projekt-x,null,auto-moto sporty	futbal	parkour,auto-moto sporty	bojove sporty	futbal	paragliding	rafting	skateboarding,null,o zabave	hry	humor	zivotopisne a pamate	ekonomicku literaturu	pocitacovu literaturu	odbornu literaturu,null,absolut-world-parties,autobazar-eu	autoobuv-sk,null,milujem-ta-v-roznych-jazykoch,null,cely-pokec-napchame-do-tohto-klubu,null,pokec,null,null,null,null,null,null
1523,1,83,1,zilinsky kraj	zilina,15,student,null,sportovanie	prace okolo domu,null,pes,chuda	vysportovana,vyborny,hnede,hnede,null,este som na zakladke,null,nefajcim,abstinent,rak,dobreho priatela	priatelku	niekoho na chatovanie,v laske vidim zmysel zivota,to skutocne zalezi len na okolnostiach,mojou chybajucou polovickou,slobodny(a),nemam,null,akcne,to je jedno,disko	rock	house	techno,s partnerom	pri chodzi,null,slovenskej	talianskej	greckej,najkrajsiee-dievcataa-suu-jedinee-v-zilineee-p	pretooozee-zijem-si-svoj-pribeh-a-v-pruuseroooch-sme-number-ooone-x	spravni-ludia-maju-pravych-priatelov-pozvi-sem-tych-ktorych-mas-rad-1	skola-je-ako-wc-chodis-lebo-musis-xd-1,null,futbal	lyzovanie	posilnovanie	snowboarding,auto-moto sporty	futbal	hokej	lyzovanie	snowboarding,zakladna skola,null,ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci,-17557049	rytmus-je-king-1	dramatikz-morfium-2o1o,null,null,ked-ti-odomna-pride-pozvanka-mam-ta-rada	lubim-viac-rych-al-miluj-m-l-n-j-djn-ho,null,upravovanie-foto	drum-and-bass-step-dnb-step	sme-proti-zabijaniu-smolkov-do-smolkovej-zmrzliny	cely-pokec-napchame-do-tohto-klubu,null,pokec,null,zilinsky-sosoni	msk-zilina-1908	football	msk-zilina-v-lige-majstrov	slovensko-nas-tim	je-chore-od-vedenia-msk-zilina-pytat-od-ludi-300-400-eur-na-zapas-lm	i-lowe-futbaal-d,null,null,null,null
